"DEM","PAN","PC do B","PCB","PCO","PDT","PFL","PHS","PL","PMDB","PMN","PP","PPS","PR","PRB","PRONA","PRP","PRTB","PSB","PSC","PSDB","PSDC","PSL","PSOL","PSTU","PT","PT do B","PTB","PTC","PTN","PV"
"R","C","L","L","L","L","R","R","R","C","L","C","C","R","R","R","C","R","L","R","R","R","R","L","L","L","C","C","R","C","L"
