"AC","AL","AM","AP","BA","CE","DF","ES","GO","MA","MG","MS","MT","PA","PB","PE","PI","PR","RJ","RN","RO","RR","RS","SC","SE","SP","TO"
"NO","NE","NO","NO","NE","NE","CO","SE","CO","NE","SE","CO","CO","NO","NE","NE","NE","SU","SE","NE","NO","NO","SU","SU","NE","SE","NO"
